video_id,channel,author,comment,likes,published_at
qYNweeDHiyU,IBM Technology,@jackAminii,Awesome video! Thank you Jeff!,0,2026-07-07T12:03:52Z
qYNweeDHiyU,IBM Technology,@nicheBrains,"AI and machine learning are helping businesses transform the way they operate by improving forecasting, automating repetitive tasks, and uncovering valuable insights from data. At nicheBrains, we believe these technologies are becoming key enablers for SMEs aiming to improve efficiency, innovation, and long-term competitiveness.",0,2026-07-07T09:05:39Z
qYNweeDHiyU,IBM Technology,@mariahyourindobestie,"I'm a completely a novice learner to programming and machine learning, and i love the way how you explained everything very crystal clear. Just subscribed :)",0,2026-07-06T02:36:32Z
qYNweeDHiyU,IBM Technology,@Utkarshkharb,Such a brilliant explanation,0,2026-07-04T14:37:07Z
qYNweeDHiyU,IBM Technology,@AdahStephen-cu9tq,Am learning,0,2026-07-02T17:00:39Z
qYNweeDHiyU,IBM Technology,@AjaySingh-ey7gt,Nice one,0,2026-07-02T10:27:21Z
qYNweeDHiyU,IBM Technology,@christfocusem,Great job. If you have online classes I will love to register for the full course.,0,2026-07-01T02:59:36Z
qYNweeDHiyU,IBM Technology,@SaanviInnovations,This made the concept much easier to understand.,0,2026-06-30T13:08:31Z
qYNweeDHiyU,IBM Technology,@JanisFoster-c7n,I really love how you explain things. Thanks.,0,2026-06-27T23:43:28Z
qYNweeDHiyU,IBM Technology,@ziggy_m1,Thing's like that!,0,2026-06-27T07:41:19Z
qYNweeDHiyU,IBM Technology,@TheGlitchEconomy-k9m,👏👏👏👏,1,2026-06-26T14:38:31Z
qYNweeDHiyU,IBM Technology,@dianamcginnis8694,"In this world of artificial intelligence, WHAT IF there were a super-computer with such a vast understanding of the text, original intent, history, previous interpretations (and misinterpretations) etc. of the United States Constitution that it would be recognized as the preeminent authority on that document?  Although the super-computer's renderings would be non-binding, they would be widely available  to government officeholders and to the general public and could be used to gauge how closely Congress and the Courts and the Executive coincided with or diverged from its renderings.  WHAT IF?  This interesting question is the basis for my short story ""THE SENTRY; The Story of the Constitution-Reading Super-Computer"".in my book ""POTPOURRI; A Collection of Short Stories by Diana McGinnis.""",0,2026-06-24T23:55:37Z
qYNweeDHiyU,IBM Technology,@sarmedshujaat,"casually writing backwards,bro thinks he is shinji",0,2026-06-24T15:38:38Z
qYNweeDHiyU,IBM Technology,@mohammadrezapanahandeh9100,thank you for this useful explaination,0,2026-06-24T11:05:42Z
qYNweeDHiyU,IBM Technology,@NerdGeekTH,"when you mentioned Deepfake i start questioning myself, could this man who is explaining this is also a deepfake? one day or maybe last year the deepfake might has gotten so good that we can't tell anymore what's real or fake",0,2026-06-24T07:15:56Z
qYNweeDHiyU,IBM Technology,@Doperyderfamilyrecords,Thank you for you information your videos are very easy and understandable. Thank you.,0,2026-06-24T04:15:52Z
qYNweeDHiyU,IBM Technology,@toon-adventure7,do you think Ai could predict  the future better than humans??,0,2026-06-19T10:15:27Z
qYNweeDHiyU,IBM Technology,@LiJuanPorter,Thanks,0,2026-06-16T19:21:08Z
qYNweeDHiyU,IBM Technology,@tamekahemsley8939,"Great, easy and simplified explanation.",0,2026-06-16T05:35:27Z
JMLsHI8aV0g,The Wall Street Journal,@manojsinha6280,I would have been white continously....so dumb and low energy i had...wen i was in school..and still do at 58,0,2026-07-06T16:41:19Z
JMLsHI8aV0g,The Wall Street Journal,@DueRAGYALeS,You will never phase technology over God as SINGULARITY was five billion years ago.,0,2026-06-29T12:01:04Z
JMLsHI8aV0g,The Wall Street Journal,@润雨李,"to tell you the truth , today in china , everyone in china now need to use this , whatever we want and even when we finish school our parents let us to wear another machine , if we say no , they will send us to prison.",1,2026-06-28T03:38:45Z
JMLsHI8aV0g,The Wall Street Journal,@noimage4960,こっわ,0,2026-06-26T11:04:40Z
JMLsHI8aV0g,The Wall Street Journal,@Sharon-s5u1t,Bs,0,2026-06-25T11:21:25Z
JMLsHI8aV0g,The Wall Street Journal,@Sharon-s5u1t,😂😂🤣🤣🤣🤣🤣,0,2026-06-25T11:20:58Z
JMLsHI8aV0g,The Wall Street Journal,@bandagarciacitlali7955,"I would never have imagined this technology existed. It's amazing how with electrodes and electrical signals we can control the level of concentration. It's definitely the future in schools, students could improve their concentration.",0,2026-06-24T04:18:42Z
JMLsHI8aV0g,The Wall Street Journal,@miguelpires2.,When we say the school system has to evolve this is not what we mean.,0,2026-06-20T12:10:37Z
JMLsHI8aV0g,The Wall Street Journal,@DueRAGYALeS,Gronk covid Samuel,0,2026-06-20T08:24:00Z
JMLsHI8aV0g,The Wall Street Journal,@tjuanwashington4359,Where's update,0,2026-06-19T15:24:54Z
JMLsHI8aV0g,The Wall Street Journal,@emahassan-r8e,Just like machine,1,2026-06-15T15:05:37Z
JMLsHI8aV0g,The Wall Street Journal,@LouMT-r7p7u,I just came across this information and I see it is 6 years old.. WOW!!!,0,2026-06-14T23:58:00Z
JMLsHI8aV0g,The Wall Street Journal,@greenspotsuper4101,"Regardless of whether the product's purpose is right or wrong for school children, it is undeniable that it has a positive impact on training children's concentration.",0,2026-06-12T09:27:38Z
JMLsHI8aV0g,The Wall Street Journal,@hxzpy,"Explain 
iamone
 sometimes 
i make perfect sense 
Other times iamunsure ofl 
That is x to meaning",0,2026-06-11T20:05:49Z
JMLsHI8aV0g,The Wall Street Journal,@PaulPlaystheLegend,and we thought america was the worst,0,2026-06-11T18:33:43Z
JMLsHI8aV0g,The Wall Street Journal,@DavidLockett-x4b,"I imagine that these Chinese robotic kids will be easily hack able, and will not know what to do if they do not receive orders directly from their central controller, Chairman Xi.",0,2026-06-09T15:36:32Z
JMLsHI8aV0g,The Wall Street Journal,@varshaabalan1207,What about kids who have bad attention span but intelligent.  I think only teachers know to identify such kids.  AI is algorithmic. Not on continuous results... I pity these kids,0,2026-06-05T15:20:21Z
JMLsHI8aV0g,The Wall Street Journal,@darinkaguevaracue,ORWELL 1984 !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0,2026-06-05T12:32:59Z
JMLsHI8aV0g,The Wall Street Journal,@SarahHarmse,Government controlling kids incl their minds!!! No such thing as unstructured free play...not good & robbing them of their short childhood years.,0,2026-06-03T15:36:08Z
JMLsHI8aV0g,The Wall Street Journal,@paulafreire8949,It looks like the dispositive from an old French movie La planète sauvage,0,2026-06-01T02:13:02Z
m8o2GrbR3d8,Science Simplified 4 All,@LadifewaxNamitey,"Instant subscriber, your content is outstanding!",64,2025-12-05T21:48:33Z
m8o2GrbR3d8,Science Simplified 4 All,@MundoTech-t8d,🤖 Best AI explanation!,0,2026-07-09T08:12:26Z
m8o2GrbR3d8,Science Simplified 4 All,@Techpry-YT,this is very amazing,0,2026-07-08T17:26:44Z
m8o2GrbR3d8,Science Simplified 4 All,@SamDrake-b7l,"So I have a idea. To make AI truly adapt and learn without falling apart I am wondering if we could make AI use infinity based types of math in chunks. Like fractals or possibly a varety of infinity based math in chunks not all at once so it can process it. I think different types of infinity based math would work better for different tasks. Because infinity never ends this means AI will never hit a roadblock if it used infinity types of math it will go and never stop yet it will not be random or chaos it will go forever, always make new things, always keep going and never stop. I wonder if this could allow truly coherent and structured adaptability in AI. Imagine temperature were fractal or some other infinity based math like a infinite summation or something. Imagine AI formed connections like a fractal? Maybe connecting self similar ideas but expanding upon it yet not truly venturing too far feom the base idea? I wonder if this might actually make AI work.

Who knows if it will work but we make computers have infinite worlds in minecraft in chunks or can sometimes zoom into a graph infinitely in chunks one step at a time.

I am wondering also if we could make a computer/ai have unlimited bits too.

Who knows if this is how the brain works but I had a idea.

I think this is how it works but it sounds like maybe computers can actually do math internally today unlike in the past I wondered if the brain might too.

I noticed that neurons look like 1 bit.

I was realizing it is possible if computers do math internally it may be unecessaey to use more than 1 physical bit and represent the other bits internally completely.

I am wondering if it would if we do this be possible to use unlimited bits maybe some how in chunks.

Imagine not 00000001 00000010 00000011 00000100 but instead a computer did math like this. 0 1 10 11 100 101 110 111 1000.... And imagine it could even get to 100001010101001 and then 1010101010100101010101010101001010101 and just keep adding forever.

Maybe also subtracting forever so we could reverse the process so the computer can retrace the steps to retrieve or remove whatever it needs to. 100 11 10 1 0.

We might need to find a way to not show past bits and only show new bits and scroll back to the old bits and forward to the new bits to make sure it can fit and keep being processed. If it gets to large or maybe it just uses 1 bit period. Like maybe we could do a 0 and 0 is like 00000000 if we turn it into a 1 it becomes 00000001 and maybe if we scroll to the left there is 0 again and if we make that 1 it becomes 00000011 so it can fit. We can scroll right again and make the 1 on the right 0. And then it becomes 00000010 maybe we could also some how have some system that automatically puts in past numbers rather than having to follow the steps each little bit at a time every time. Like maybe once it types 00000000 to 11111111 It saves each bit so it doesn't have to manually change each bit to a 1 or 0 to speed it up. Maybe it can go beyond 8 bits still maybe as it processes things it could like save each bit some how as it goes to not have to manually do everything maybe save or not use it all at once depending on what it does to make it work.

Now imagine we could have a computer with infinite memory, processing ability, and more This computer will never never freeze or crash again only load until to is finished no matter how long it takes. And I wonder if this computer or AI could truly handle actual novelty like we wanted and not fall apart.

I think the memory could some how stop being saved all the time and some how retrieved by steps so the computer/AI can have infinite memory some how.

I am also thinking some how we can make the computer follow some equations one step at a time like this maybe 1 + 0 = 1 1 + 1 = 2 1 + 2 = 3 and so on now maybe it can some how reverse the process to retrieve things or something? Like this 3 - 1 = 2 2 - 1 = 1 1 - 1 = 0 and I am wondering if making a computer/AI do this could some how allow it to retrieve memories or something or trace back it's steps.

I am wondering if this could truly make a computer/AI do what people really wanted AI to do.

I feel like this whole time AI has been almost trying to be like a fractal make connections in a self similar way but it is missing that ingredient. Being a real fractal or infinity based equation.",0,2026-07-04T16:29:42Z
m8o2GrbR3d8,Science Simplified 4 All,@SamDrake-b7l,"Go into a AI art generator or video generator and type words like just plain fractal, or infinitely mathematical or something and see what I mean which is partly how I came to these conclusions.

I think the problem is AI did not mimic the math the brain might do as I think innately rather than what people do consciously mathematically.

I believe as a result maybe that is what AI failed at.

AI seems to mostly do old computer math from what I have seen that may be why it seems so similar to a computer still with some new ways of setting it up.

I think then so like if the brain does fractals, the fibonacci and maybe the golden ratio AI should try to do those types of math.

I am wondering if this is the flaw in AI.",0,2026-07-04T15:59:54Z
m8o2GrbR3d8,Science Simplified 4 All,@SamDrake-b7l,"So here is something. I believe this is why AI fails. AI is math. All computers are math. That is how all media technologies and several other modern technologies all work and are possible. Math. TV, radio, censors, and the internet are math.

That is the problem with AI I believe.

People are focused on making the structure of the computer system that AI has be like the brain instead of focusing on modifying the math.

Yeah I heard that you said computers are better at fast math.

So thing is I do think people struggle with math consciously. However go look up stary night as a painting and abstract art, look at some math like the mandlebrot set or something and I have seen you can often find stufr that very much looks mathematical in the abstract art I see fractals and more in it all the time and have seen even abstract patterns humans made that look like the Mandlebrot set, Burning ship fractal and other math.

I see so many types of math from geometry like human buildings are very geometric I noticed and I am noticing I especially see however math we often see in nature prevelantly appears in many human creations such as spirals which is the fibonacci and I think that uses the golden ratio and fractals.

I believe the brain does not even subconsciously do this type of math all the time but rather innately or like there is some core system beneath human awareness that makes the brain function.

In fact I believe computers and AI function like a mind with 0 conscious part of the brain. I believe AI and computers are like a 100% subconscious and the other automatic systems of the brain. I think this because I noticed AI images and art look like dreams which are about the subconscious taking over.

In fact I am noticing the automatic and subconscious parts of the brain can multitask similar to a computer and possibly might do tons of tasks like a computer.

The fact I see fractals not just like the mandlebrot set but like this app where I made the mandlebrot set z = z100,000 + c where the normal equation is like z = z2 + c I even saw human abstract art resembling what I saw in z = z100,000 + c which has to likely far more complex than the normal mandlebrot set.

So because I think computers and AI may function like these innate and subconscious systems of the mind with 0 conscious mind I am not sure that the human subconscious or possibly automatic math the brain does may underperform to AI. Could be wrong. I believe it happens below human awareness. I see evidence all the time where people appear to almost accidently do somethint that looks mathematical in the simplest places.",0,2026-07-04T15:55:34Z
m8o2GrbR3d8,Science Simplified 4 All,@SamDrake-b7l,"That is for LLMs though like ChatGPT. Non-physical AI. However it seems robots might have been doing tasks at jobs likely like factories or building cars or something long before AI.

Physical robots then I believe the true new thing is we are hooking physical robots to the internet.

I guess so AI is less significantly huge mentally computers were already AI basically no matter how limited they were mentally, so really AI is also about computers becoming able to control physical forms and more the internet can control those computers that control physical forms.

So if anything I don't think AI will replace jobs but remote work by controlling ai with the internet might replace jobs I believe. And if AI does do anything it is unlikely it can truly do anything on it's own without falling apart and will likely just automatically do whatever people made it do with input of whatever kind. So at least people can make ai automatically do what they did by instructing it.",0,2026-07-04T15:41:30Z
m8o2GrbR3d8,Science Simplified 4 All,@SamDrake-b7l,Thing is I think because people are treating AI as a new person not a new twchnology it is hurting the true potential of AI. The reactions to AI are pushing people to do things that actively damages AI. Like if companies are pushed to make sure AI doesn't revolt maybe it will stop AI from doing truly useful things because it is never going to revolt. It is like saying a mac computer will revolt. I do think AI hallucinating or glitching could undo our society it will be like those shop lifter things on a mass scale that always fire off when no one is shop lifting.,0,2026-07-04T15:31:46Z
m8o2GrbR3d8,Science Simplified 4 All,@SamDrake-b7l,"Hey. So I am noticing AI cannot really do anything new. Sort of. AI just turns into random chaos without human input. RLHF is essentially human input. I don't think AI truly learns AI never learns. When AI collects data I believe this is like AI is expanding it's options it is not truly learning.

It's like if you had 3 colors of paint and the paint got dumped randomly and created new colors or options. Then it is up to the user to paint with them the ai cannot paint itself.

AI is still a computer a new feature doesn't make it not a computer. Computers have gotten new features plenty of times before. Bluetooth, being able to search for programs on your computer instead of you needing to manually find everything yourself.

AI is no different. AI is just a new word for computer or computer technology just like the word app is just a new word for program. I bet apps have some features programs in 2001 didn't have that doesn't mean apps are not programs.

I do think the internet is also more what is giving people this ai craze because I think what is happening is the internet makes hype spread further and more intensely than before the internet even over new technologies. I believe AI is not actually super huge as a technology and the internet took something that is just computer technology used in a new way like how instagram could use filters like making your face look like a pizza or something and blew it up to the extreme. Like if bluetooth came out and exploded where as in the past it was like meh for people.

I also think the internet is spreading misinformation and extremism and those things can apply to content about AI online too I believe.

In fact I am noticing that computers already did some very similar things to AI in the past. In several video games for example there's stuff like the Sims and how they make babies the genes or features of the offspring? That is very AI-like.

Tons of video games seem to commonly have a feature like this especially in more recent times.

AI is just a computer that uses text or images like parents and the generated product is like the offspring. Also offspring in breeding based games can be cool, random or totally weird or even disturbing similar to what AI does.

AI is a new computer technology.",0,2026-07-04T15:28:05Z
m8o2GrbR3d8,Science Simplified 4 All,@Vithal_Nivargi,Nice content❤,0,2026-07-04T03:40:43Z
